Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
184,Alfie Doughty,eng ENG,DF,Luton Town,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,Matches
185,Tommy Doyle,eng ENG,MF,Wolves,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0,Matches
186,Radu Drăgușin,ro ROU,DF,Tottenham,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Martin Dúbravka,sk SVK,GK,Newcastle Utd,34,1989,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
188,Paul Dummett,wls WAL,DF,Newcastle Utd,31,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
189,Lewis Dunk,eng ENG,DF,Brighton,31,1991,31.9,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,Matches
190,George Earthy,eng ENG,FW,West Ham,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Ederson,br BRA,GK,Manchester City,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
192,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,25,1998,17.3,45,2.6,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,Matches
193,John Egan,ie IRL,DF,Sheffield Utd,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
194,Hjalmar Ekdal,se SWE,DF,Burnley,24,1998,4.9,2,0.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0.3,1,3.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
196,Emerson,br BRA,DF,Tottenham,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0,Matches
197,Julio Enciso,py PAR,"MF,FW",Brighton,19,2004,5.3,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,Matches
198,Wataru Endo,jp JPN,MF,Liverpool,30,1993,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0,Matches
199,Maxime Estève,fr FRA,DF,Burnley,21,2002,14.5,8,0.55,6,0,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
200,Pervis Estupiñán,ec ECU,DF,Brighton,25,1998,13.8,42,3.04,37,3,1,1,0,0,2,0.14,2,0,0,0,0,0,Matches
201,Jonny Evans,nir NIR,DF,Manchester Utd,35,1988,15.5,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0,Matches
202,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,22.8,110,4.82,54,27,11,7,10,1,11,0.48,8,0,1,0,2,0,Matches
203,Łukasz Fabiański,pl POL,GK,West Ham,38,1985,8,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Romain Faivre,fr FRA,"MF,FW",Bournemouth,25,1998,0.5,1,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Ansu Fati,es ESP,"MF,FW",Brighton,20,2002,5.8,23,3.96,16,0,1,5,0,1,3,0.52,2,0,0,1,0,0,Matches
206,Felipe,br BRA,DF,Nott'ham Forest,34,1989,4.2,4,0.97,2,0,0,1,0,1,0,0,0,0,0,0,0,0,Matches
207,Evan Ferguson,ie IRL,FW,Brighton,18,2004,15.2,22,1.45,15,0,2,1,3,1,1,0.07,0,0,0,0,1,0,Matches
208,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,34.6,210,6.06,143,48,7,9,1,2,19,0.55,12,3,2,2,0,0,Matches
209,Enzo Fernández,ar ARG,MF,Chelsea,22,2001,24.5,82,3.34,69,5,0,3,5,0,7,0.29,5,1,0,0,1,0,Matches
210,John Fleck,sct SCO,"MF,DF",Sheffield Utd,31,1991,1,4,3.91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Mark Flekken,nl NED,GK,Brentford,30,1993,36.5,10,0.27,3,7,0,0,0,0,3,0.08,1,2,0,0,0,0,Matches
212,Phil Foden,eng ENG,"FW,MF",Manchester City,23,2000,31.7,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,Matches
213,Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,29.4,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Omari Forson,eng ENG,FW,Manchester Utd,19,2004,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Lyle Foster,za RSA,"FW,MF",Burnley,22,2000,21.1,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,Matches
216,Matheus França,br BRA,"MF,FW",Crystal Palace,19,2004,2.6,8,3.1,4,3,0,0,1,0,2,0.78,1,0,0,0,1,0,Matches
217,Nathan Fraser,ie IRL,FW,Wolves,18,2005,2.1,6,2.92,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
218,Cody Gakpo,nl NED,"FW,MF",Liverpool,24,1999,18.3,73,3.98,47,1,6,12,5,2,10,0.55,6,0,1,2,1,0,Matches
219,Idrissa Gana Gueye,sn SEN,MF,Everton,33,1989,20.9,52,2.48,37,0,0,5,4,6,4,0.19,4,0,0,0,0,0,Matches
220,Saman Ghoddos,ir IRN,DF,Brentford,29,1993,8.2,20,2.44,10,5,1,0,3,1,0,0,0,0,0,0,0,0,Matches
221,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23,2000,35.1,149,4.25,86,38,9,7,8,1,18,0.51,14,3,0,1,0,0,Matches
222,Bryan Gil,es ESP,"FW,MF",Tottenham,22,2001,2.3,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0,Matches
223,Alfie Gilchrist,eng ENG,DF,Chelsea,19,2003,2.3,3,1.31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Billy Gilmour,sct SCO,MF,Brighton,22,2001,23.6,69,2.93,59,5,0,2,3,0,6,0.25,5,0,0,1,0,0,Matches
225,André Gomes,pt POR,"MF,FW",Everton,30,1993,5.6,18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,Matches
226,João Gomes,br BRA,MF,Wolves,22,2001,29.4,65,2.21,48,4,2,4,2,5,4,0.14,3,0,0,1,0,0,Matches
227,Toti Gomes,pt POR,DF,Wolves,24,1999,30.8,21,0.68,16,1,1,3,0,0,4,0.13,3,0,0,1,0,0,Matches
228,Joe Gomez,eng ENG,DF,Liverpool,26,1997,19.8,51,2.57,43,0,1,4,3,0,5,0.25,4,0,0,1,0,0,Matches
229,Sergio Gómez,es ESP,"FW,MF",Manchester City,22,2000,0.6,2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0,Matches
230,Enso Gonzalez,py PAR,"MF,DF",Wolves,18,2005,0,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Anthony Gordon,eng ENG,FW,Newcastle Utd,22,2001,32.1,143,4.45,86,18,13,11,13,2,29,0.9,13,2,5,4,5,0,Matches
232,Kaide Gordon,eng ENG,FW,Liverpool,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Daniel Gore,eng ENG,MF,Manchester Utd,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Ryan Gravenberch,nl NED,MF,Liverpool,21,2002,12.5,44,3.54,36,0,2,6,0,0,0,0,0,0,0,0,0,0,Matches
235,Ivo Grbić,hr CRO,GK,Sheffield Utd,27,1996,8.6,2,0.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
236,Jack Grealish,eng ENG,"FW,MF",Manchester City,27,1995,11.2,54,4.82,46,0,1,2,5,0,4,0.36,4,0,0,0,0,0,Matches
237,Pascal Groß,de GER,"MF,DF",Brighton,32,1991,34.6,185,5.35,114,54,5,9,2,1,16,0.46,9,2,4,1,0,0,Matches
238,Marc Guéhi,eng ENG,DF,Crystal Palace,23,2000,22.5,22,0.98,17,0,0,2,2,1,2,0.09,2,0,0,0,0,0,Matches
239,Bruno Guimarães,br BRA,MF,Newcastle Utd,25,1997,36.3,143,3.94,110,8,10,3,6,6,19,0.52,12,0,4,2,1,0,Matches
240,Malo Gusto,fr FRA,DF,Chelsea,20,2003,19.5,52,2.67,47,2,1,0,0,2,7,0.36,7,0,0,0,0,0,Matches
241,Joško Gvardiol,hr CRO,DF,Manchester City,21,2002,25.9,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0,Matches
242,Erling Haaland,no NOR,FW,Manchester City,23,2000,28.4,59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0,Matches
243,Antwoine Hackford,eng ENG,FW,Sheffield Utd,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Lewis Hall,eng ENG,DF,Newcastle Utd,18,2004,8.7,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,Matches
245,Gustavo Hamer,nl NED,MF,Sheffield Utd,26,1997,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,Matches
246,Luke Harris,wls WAL,MF,Fulham,18,2005,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Jack Harrison,eng ENG,"MF,FW",Everton,26,1996,24.6,66,2.68,46,2,3,7,6,2,7,0.28,5,0,0,1,1,0,Matches
248,Daiki Hashioka,jp JPN,DF,Luton Town,24,1999,6.6,8,1.21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
249,Kai Havertz,de GER,"MF,FW",Arsenal,24,1999,29.3,106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0,Matches
250,Jan Paul van Hecke,nl NED,DF,Brighton,23,2000,26.3,37,1.41,35,0,0,1,0,1,3,0.11,3,0,0,0,0,0,Matches
251,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,27,1996,23.5,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0,Matches
252,Dean Henderson,eng ENG,GK,Crystal Palace,26,1997,18,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
253,Rico Henry,eng ENG,DF,Brentford,26,1997,4.5,13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,Matches
254,Son Heung-min,kr KOR,FW,Tottenham,31,1992,32.6,129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0,Matches
255,Aaron Hickey,sct SCO,DF,Brentford,21,2002,7.9,7,0.88,6,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
256,James Hill,eng ENG,DF,Bournemouth,21,2002,0.8,1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Jack Hinshelwood,eng ENG,DF,Brighton,18,2005,9.7,14,1.45,11,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
258,Mason Holgate,eng ENG,DF,Sheffield Utd,26,1996,7.9,4,0.51,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
259,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,22,2000,20.6,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,Matches
260,Will Hughes,eng ENG,MF,Crystal Palace,28,1995,21,48,2.29,34,9,1,0,2,2,5,0.24,5,0,0,0,0,0,Matches
261,Pierre Højbjerg,dk DEN,MF,Tottenham,27,1995,14.6,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,Matches
262,Rasmus Højlund,dk DEN,FW,Manchester Utd,20,2003,24,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,Matches
263,Igor,br BRA,DF,Brighton,25,1998,18.2,25,1.38,21,2,1,0,0,1,2,0.11,2,0,0,0,0,0,Matches
264,Danny Ings,eng ENG,FW,West Ham,31,1992,4.5,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0,Matches
265,Tim Iroegbunam,eng ENG,MF,Aston Villa,20,2003,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
266,Alexander Isak,se SWE,FW,Newcastle Utd,23,1999,25.1,72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0,Matches
267,Alex Iwobi,ng NGA,MF,Everton,27,1996,1.6,12,7.77,6,1,2,3,0,0,0,0,0,0,0,0,0,0,Matches
268,Alex Iwobi,ng NGA,"FW,MF",Fulham,27,1996,24.4,103,4.23,87,0,6,9,0,1,10,0.41,8,0,0,2,0,0,Matches
269,Nicolas Jackson,sn SEN,FW,Chelsea,22,2001,31.1,95,3.05,60,1,18,8,6,2,11,0.35,7,0,2,2,0,0,Matches
270,Reece James,eng ENG,DF,Chelsea,23,1999,4.7,15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,Matches
271,Vitaly Janelt,de GER,"MF,DF",Brentford,25,1998,33.9,80,2.36,69,2,1,3,3,2,4,0.12,3,0,0,0,1,0,Matches
272,Daniel Jebbison,eng ENG,FW,Sheffield Utd,19,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Mathias Jensen,dk DEN,MF,Brentford,27,1996,24.5,87,3.55,48,35,0,0,3,1,8,0.33,5,2,0,0,1,0,Matches
274,Gabriel Jesus,br BRA,FW,Arsenal,26,1997,16.4,59,3.59,37,1,9,5,3,4,8,0.49,4,1,1,1,1,0,Matches
275,Raúl Jiménez,mx MEX,FW,Fulham,32,1991,15.5,27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,Matches
276,João Pedro,br BRA,"FW,MF",Brighton,21,2001,22.7,91,4.01,64,0,7,10,9,1,11,0.48,5,0,2,2,2,0,Matches
277,Joelinton,br BRA,"MF,FW",Newcastle Utd,26,1996,14.2,47,3.3,37,0,6,4,0,0,3,0.21,2,0,0,1,0,0,Matches
278,Ryan John Giles,eng ENG,"DF,MF",Luton Town,23,2000,5.6,12,2.15,8,3,1,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Ben Johnson,eng ENG,"DF,FW",West Ham,23,2000,6,9,1.49,7,0,0,0,2,0,1,0.17,1,0,0,0,0,0,Matches
280,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,22,2001,2.6,7,2.66,3,0,2,1,1,0,3,1.14,1,0,1,0,1,0,Matches
281,Joseph Johnson,eng ENG,DF,Luton Town,17,2006,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Sam Johnstone,eng ENG,GK,Crystal Palace,30,1993,20,2,0.1,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
283,Curtis Jones,eng ENG,MF,Liverpool,22,2001,13,36,2.78,28,0,3,3,1,1,3,0.23,3,0,0,0,0,0,Matches
284,Jorginho,it ITA,MF,Arsenal,31,1991,10.2,27,2.64,25,0,0,1,0,1,5,0.49,5,0,0,0,0,0,Matches
285,Diogo Jota,pt POR,FW,Liverpool,26,1996,12.7,48,3.77,36,0,5,3,4,0,14,1.1,7,0,4,1,2,0,Matches
286,Mads Juel Andersen,dk DEN,DF,Luton Town,25,1997,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Hamed Junior Traorè,ci CIV,MF,Bournemouth,23,2000,0.5,4,7.66,1,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
288,Mathias Jørgensen,dk DEN,DF,Brentford,33,1990,12.1,12,0.99,11,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
289,Issa Kaboré,bf BFA,DF,Luton Town,22,2001,19.2,32,1.67,25,0,2,2,1,2,4,0.21,3,0,0,1,0,0,Matches
290,Sasa Kalajdzic,at AUT,FW,Wolves,26,1997,1.8,5,2.71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Boubacar Kamara,fr FRA,MF,Aston Villa,23,1999,18.4,38,2.07,33,0,0,2,1,2,3,0.16,3,0,0,0,0,0,Matches
292,Willy Kambwala,fr FRA,DF,Manchester Utd,18,2004,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Thomas Kaminski,be BEL,GK,Luton Town,30,1992,37.8,3,0.08,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Loris Karius,de GER,GK,Newcastle Utd,30,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Michael Keane,eng ENG,DF,Everton,30,1993,4.9,4,0.82,3,0,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches
296,Thilo Kehrer,de GER,"DF,MF",West Ham,26,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
297,Caoimhín Kelleher,ie IRL,GK,Liverpool,24,1998,10,2,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Lloyd Kelly,eng ENG,DF,Bournemouth,24,1998,17.3,29,1.67,24,2,1,0,1,1,3,0.17,3,0,0,0,0,0,Matches
299,Omari Kellyman,eng ENG,FW,Aston Villa,17,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
300,Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
301,Max Kilman,eng ENG,DF,Wolves,26,1997,38,39,1.03,34,0,2,2,0,1,0,0,0,0,0,0,0,0,Matches
302,Jakub Kiwior,pl POL,DF,Arsenal,23,2000,10.5,13,1.24,10,2,0,0,1,0,4,0.38,3,1,0,0,0,0,Matches
303,Luca Koleosho,it ITA,"MF,FW",Burnley,18,2004,10.8,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,Matches
304,Ibrahima Konaté,fr FRA,DF,Liverpool,24,1999,17.5,24,1.37,24,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
305,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33,1989,2.4,8,3.4,5,0,0,2,0,1,1,0.42,1,0,0,0,0,0,Matches
306,Mateo Kovačić,hr CRO,MF,Manchester City,29,1994,17.2,54,3.14,47,0,2,4,1,0,6,0.35,5,0,0,1,0,0,Matches
307,Emil Krafth,se SWE,DF,Newcastle Utd,28,1994,10.1,18,1.77,13,3,1,0,1,0,1,0.1,1,0,0,0,0,0,Matches
308,Mohammed Kudus,gh GHA,"FW,MF",West Ham,22,2000,27.6,100,3.62,53,1,25,8,12,1,16,0.58,8,0,3,3,2,0,Matches
309,Adam Lallana,eng ENG,"MF,FW",Brighton,35,1988,9.4,28,2.96,27,0,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches
310,Tariq Lamptey,gh GHA,"DF,FW",Brighton,22,2000,10.2,17,1.68,15,0,1,1,0,0,3,0.3,3,0,0,0,0,0,Matches
311,Aymeric Laporte,es ESP,DF,Manchester City,29,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Yasser Larouci,dz ALG,DF,Sheffield Utd,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
313,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29,1993,12,8,0.67,7,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
314,Roméo Lavia,be BEL,MF,Chelsea,19,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
315,Mario Lemina,ga GAB,MF,Wolves,29,1993,33,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0,Matches
316,Clément Lenglet,fr FRA,DF,Aston Villa,28,1995,12.8,15,1.17,11,1,0,3,0,0,1,0.08,1,0,0,0,0,0,Matches
317,Bernd Leno,de GER,GK,Fulham,31,1992,38,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,28,1994,26.7,55,2.06,49,0,1,3,1,1,4,0.15,4,0,0,0,0,0,Matches
319,Rico Lewis,eng ENG,"DF,MF",Manchester City,18,2004,9,15,1.67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,22,2001,16,33,2.06,21,0,6,4,2,0,2,0.12,1,0,0,1,0,0,Matches
321,Victor Lindelöf,se SWE,DF,Manchester Utd,29,1994,14.8,19,1.29,19,0,0,0,0,0,3,0.2,3,0,0,0,0,0,Matches
322,Valentino Livramento,eng ENG,DF,Newcastle Utd,20,2002,14.6,36,2.47,28,0,2,1,3,2,5,0.34,3,0,1,0,1,0,Matches
323,Giovani Lo Celso,ar ARG,MF,Tottenham,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0,Matches
324,Tom Lockyer,wls WAL,DF,Luton Town,28,1994,13,10,0.77,9,0,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
325,Sean Longstaff,eng ENG,MF,Newcastle Utd,25,1997,30.5,51,1.67,43,1,1,3,3,0,7,0.23,3,1,1,1,1,0,Matches
326,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
327,Douglas Luiz,br BRA,MF,Aston Villa,25,1998,33.3,117,3.52,61,34,6,10,5,1,10,0.3,5,4,0,0,1,0,Matches
328,Saša Lukić,rs SRB,MF,Fulham,26,1996,12.5,27,2.17,19,0,1,6,0,1,0,0,0,0,0,0,0,0,Matches
329,Ian Maatsen,nl NED,"FW,MF",Chelsea,21,2002,2.3,5,2.15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
330,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,28.9,108,3.74,92,5,3,1,5,2,12,0.42,10,1,1,0,0,0,Matches
331,Noni Madueke,eng ENG,FW,Chelsea,21,2002,11.7,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0,Matches
332,Gabriel Magalhães,br BRA,DF,Arsenal,25,1997,33.8,23,0.68,20,1,0,1,0,1,3,0.09,3,0,0,0,0,0,Matches
333,Harry Maguire,eng ENG,DF,Manchester Utd,30,1993,18.4,24,1.31,19,0,0,1,1,3,4,0.22,2,0,0,1,1,0,Matches
334,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18,2005,21.4,40,1.87,31,0,3,3,2,1,8,0.37,3,0,2,2,1,0,Matches
335,Benson Manuel,ao ANG,"MF,FW",Burnley,26,1997,1.3,6,4.7,3,0,2,0,1,0,0,0,0,0,0,0,0,0,Matches
336,Solly March,eng ENG,"FW,DF",Brighton,29,1994,6.2,22,3.57,8,8,2,1,2,1,2,0.32,0,1,0,0,1,0,Matches
337,Anthony Martial,fr FRA,FW,Manchester Utd,27,1995,5,11,2.21,9,0,0,1,1,0,1,0.2,0,0,0,0,1,0,Matches
338,Gabriel Martinelli,br BRA,FW,Arsenal,22,2001,22.4,92,4.1,63,6,12,8,1,2,11,0.49,7,1,1,2,0,0,Matches
339,Emiliano Martínez,ar ARG,GK,Aston Villa,30,1992,33.5,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
340,Lisandro Martínez,ar ARG,DF,Manchester Utd,25,1998,7.2,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,Matches
341,Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
342,Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,23,52,2.26,43,0,0,3,2,4,7,0.3,6,0,0,1,0,0,Matches
343,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,26,1997,25.4,65,2.56,48,0,5,6,4,2,12,0.47,8,0,1,1,2,0,Matches
344,Joël Matip,cm CMR,DF,Liverpool,31,1991,8.7,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
345,Alex Matos,eng ENG,MF,Chelsea,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Remi Matthews,eng ENG,GK,Crystal Palace,29,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Neal Maupay,fr FRA,FW,Brentford,26,1996,14.7,40,2.72,31,0,2,6,0,1,5,0.34,5,0,0,0,0,0,Matches
348,Neal Maupay,fr FRA,FW,Everton,26,1996,1.2,3,2.41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
349,Konstantinos Mavropanos,gr GRE,DF,West Ham,25,1997,16.7,10,0.6,7,0,0,1,0,2,0,0,0,0,0,0,0,0,Matches
350,Bryan Mbeumo,cm CMR,FW,Brentford,23,1999,21.8,82,3.77,45,23,2,5,7,0,10,0.46,9,1,0,0,0,0,Matches
351,James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0,Matches
352,James Mcatee,eng ENG,MF,Manchester City,20,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27,1996,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0,Matches
354,James McConnell,eng ENG,MF,Liverpool,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
355,John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,33.3,106,3.18,88,9,6,2,1,0,14,0.42,11,1,2,0,0,0,Matches
356,Scott McKenna,sct SCO,DF,Nott'ham Forest,26,1996,4.6,2,0.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
357,Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,32.1,130,4.05,77,33,5,6,6,3,9,0.28,3,4,0,1,1,0,Matches
358,Ben Mee,eng ENG,DF,Brentford,33,1989,14.1,14,0.99,11,1,0,2,0,0,1,0.07,0,0,0,1,0,0,Matches
359,Hannibal Mejbri,tn TUN,"MF,FW",Manchester Utd,20,2003,1.5,6,4.06,5,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
360,Teden Mengi,eng ENG,DF,Luton Town,21,2002,27.4,14,0.51,11,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
361,Chris Mepham,wls WAL,DF,Bournemouth,25,1997,6.9,11,1.6,8,1,0,0,0,2,2,0.29,2,0,0,0,0,0,Matches
362,James Milner,eng ENG,"DF,MF",Brighton,37,1986,8.6,24,2.79,20,4,0,0,0,0,2,0.23,0,2,0,0,0,0,Matches
363,Tyrone Mings,eng ENG,DF,Aston Villa,30,1993,0.3,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
364,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,35.6,47,1.32,40,2,1,2,1,1,4,0.11,4,0,0,0,0,0,Matches
365,Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,16.5,62,3.76,47,0,10,3,2,0,10,0.61,6,0,3,1,0,0,Matches
366,Aleksandar Mitrović,rs SRB,FW,Fulham,28,1994,0.4,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,Matches
367,Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,6.9,13,1.89,11,0,1,1,0,0,1,0.15,1,0,0,0,0,0,Matches
368,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,8.9,15,1.69,14,0,0,1,0,0,2,0.22,2,0,0,0,0,0,Matches
