Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,29,1990,19.7,1334,61,413,607,325,37,1334,10,22,45.5,24,6,795,56,Matches,5f09991f
2,Tammy Abraham,eng ENG,FW,Chelsea,22,1997,11.6,355,20,35,169,153,60,355,6,18,33.3,33,7,233,68,Matches,f586779e
3,Che Adams,sct SCO,FW,Southampton,24,1996,29.6,912,24,97,396,433,94,912,28,50,56.0,88,44,704,139,Matches,f2bf1b0f
4,Tosin Adarabioyo,eng ENG,DF,Fulham,22,1997,32.8,2271,397,1308,901,66,34,2271,11,14,78.6,12,5,1516,2,Matches,c81d773d
5,Adrián,es ESP,GK,Liverpool,33,1987,3.0,110,99,110,0,0,0,110,0,0,,0,0,46,0,Matches,f76e6b4e
6,Sergio Agüero,ar ARG,FW,Manchester City,32,1988,6.2,232,0,5,100,128,44,230,8,13,61.5,15,11,189,42,Matches,4d034881
7,Ola Aina,ng NGA,DF,Fulham,23,1996,29.6,2028,105,773,949,326,18,2028,21,33,63.6,27,10,1251,25,Matches,246d153b
8,Rayan Aït Nouri,fr FRA,DF,Wolves,19,2001,15.6,979,41,263,428,300,25,979,26,54,48.1,30,19,618,33,Matches,9b398aea
9,Semi Ajayi,ng NGA,DF,West Brom,26,1993,30.9,1318,221,690,555,84,42,1318,10,18,55.6,24,5,649,5,Matches,d6192210
10,Nathan Aké,nl NED,DF,Manchester City,25,1995,8.9,817,39,181,569,67,6,817,0,1,0.0,2,1,656,4,Matches,eaeca114
11,Marc Albrighton,eng ENG,DFFW,Leicester City,30,1989,19.4,1151,37,244,459,469,39,1151,37,66,56.1,33,29,721,68,Matches,b827d5b3
12,Thiago Alcántara,es ESP,MF,Liverpool,29,1991,20.6,1930,31,294,1216,434,16,1930,33,48,68.8,23,18,1466,24,Matches,77e84962
13,Toby Alderweireld,be BEL,DF,Tottenham,31,1989,24.9,1683,267,930,725,36,14,1683,4,4,100.0,2,2,1115,1,Matches,f7d50789
14,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,0.2,13,10,12,1,0,0,13,0,0,,0,0,6,0,Matches,8fa8f8d2
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,33.7,3280,72,690,1492,1130,80,3280,32,61,52.5,31,22,2196,119,Matches,cd1acf9d
16,Ezgjan Alioski,mk MKD,DFMF,Leeds United,28,1992,27.3,1921,74,554,895,492,40,1921,11,26,42.3,37,15,1190,63,Matches,1a7fcf39
17,Alisson,br BRA,GK,Liverpool,27,1992,33.0,1239,931,1224,16,1,1,1239,2,2,100.0,0,0,665,0,Matches,7a2e46a8
18,Allan,br BRA,MF,Everton,29,1991,22.8,1304,68,384,811,134,3,1304,31,49,63.3,21,18,828,15,Matches,cc700722
19,Dele Alli,eng ENG,MF,Tottenham,24,1996,6.9,441,7,63,240,145,23,441,11,25,44.0,13,16,297,26,Matches,cea4ee8f
20,Miguel Almirón,py PAR,MFFW,Newcastle Utd,26,1994,27.0,1176,33,229,553,425,40,1176,39,73,53.4,48,34,788,88,Matches,862a1c15
21,Marcos Alonso,es ESP,DF,Chelsea,29,1990,10.7,719,33,198,296,233,37,719,9,17,52.9,13,9,449,36,Matches,f4290206
22,Steven Alzate,co COL,MF,Brighton,21,1998,10.0,532,17,105,306,127,12,532,8,16,50.0,13,9,391,10,Matches,ad1f61f3
23,Daniel Amartey,gh GHA,DF,Leicester City,25,1994,8.0,569,61,286,254,32,5,569,1,3,33.3,5,3,345,0,Matches,1a4ef233
24,Ethan Ampadu,wls WAL,DFMF,Sheffield Utd,19,2000,23.2,1368,139,519,665,199,6,1368,13,15,86.7,16,5,761,10,Matches,10b9fa99
25,Joachim Andersen,dk DEN,DF,Fulham,24,1996,30.3,2275,309,1259,945,89,24,2275,9,11,81.8,10,3,1452,3,Matches,e34fc66d
26,Elliot Anderson,sct SCO,MF,Newcastle Utd,17,2002,0.0,2,0,0,1,1,1,2,0,0,,0,0,1,1,Matches,de31038e
27,Felipe Anderson,br BRA,FWMF,West Ham,27,1993,0.0,7,0,0,4,3,1,7,0,0,,0,0,6,0,Matches,9f1893b9
28,Michail Antonio,jm JAM,FW,West Ham,30,1990,21.9,771,11,35,294,452,117,771,43,87,49.4,78,49,629,137,Matches,ac05f970
29,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36.0,1104,975,1099,5,0,0,1104,0,0,,1,0,415,0,Matches,2f965a72
30,Stuart Armstrong,sct SCO,MF,Southampton,28,1992,30.7,1656,38,234,935,511,52,1656,68,106,64.2,77,68,1116,93,Matches,97333cf5
31,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,6.5,259,234,256,3,0,0,259,0,0,,2,0,146,0,Matches,28d596a0
32,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,31,1989,25.9,889,19,114,343,440,121,887,12,25,48.0,39,19,694,149,Matches,d5dd5f1f
33,Serge Aurier,ci CIV,DF,Tottenham,27,1992,17.8,1198,78,414,541,257,24,1198,17,32,53.1,29,13,674,42,Matches,5c2b4f07
34,Charlie Austin,eng ENG,FWMF,West Brom,31,1989,1.5,55,4,8,22,26,3,55,1,2,50.0,4,2,34,3,Matches,8d228291
35,Jordan Ayew,gh GHA,FWMF,Crystal Palace,28,1991,23.3,967,17,139,473,376,56,967,52,89,58.4,82,60,704,87,Matches,da052c14
36,Luke Ayling,eng ENG,DF,Leeds United,28,1991,37.8,3186,235,1337,1389,491,67,3186,41,59,69.5,55,21,2024,56,Matches,420d7c7d
37,César Azpilicueta,es ESP,DF,Chelsea,30,1989,24.3,2279,113,807,1051,437,38,2279,6,14,42.9,17,6,1602,46,Matches,53cad200
38,Eric Bailly,ci CIV,DF,Manchester Utd,26,1994,10.2,649,90,337,304,13,3,649,4,4,100.0,7,0,423,0,Matches,a1232f4e
39,Fabián Balbuena,py PAR,DF,West Ham,28,1991,13.3,629,91,319,293,23,10,629,1,2,50.0,3,0,330,2,Matches,3626f7d9
40,George Baldock,gr GRE,DF,Sheffield Utd,27,1993,31.0,1422,93,385,494,564,45,1422,17,33,51.5,33,20,770,64,Matches,394854c4
41,Gareth Bale,wls WAL,FW,Tottenham,31,1989,10.2,549,19,79,245,235,41,549,27,49,55.1,17,7,388,59,Matches,a58bb1e1
42,Patrick Bamford,eng ENG,FW,Leeds United,26,1993,33.9,844,47,80,383,391,159,842,19,40,47.5,81,21,548,166,Matches,93feac6e
43,Phil Bardsley,sct SCO,DF,Burnley,35,1985,3.0,193,12,58,100,37,1,193,3,4,75.0,1,1,92,1,Matches,1ae30132
44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,17.0,940,16,112,415,425,53,940,29,43,67.4,38,32,650,60,Matches,3a24769f
45,Ross Barkley,eng ENG,FWMF,Chelsea,26,1993,0.5,32,1,7,18,8,0,32,1,1,100.0,2,1,25,2,Matches,3a24769f
46,Ashley Barnes,eng ENG,FW,Burnley,30,1989,14.8,479,11,41,205,234,62,478,1,2,50.0,44,21,373,77,Matches,2691c772
47,Harvey Barnes,eng ENG,FWMF,Leicester City,22,1997,21.6,901,13,107,340,474,96,901,40,89,44.9,58,31,701,115,Matches,3ea50f67
48,Kyle Bartley,eng ENG,DF,West Brom,29,1991,28.7,1168,265,714,391,69,38,1168,4,4,100.0,9,2,511,3,Matches,18e96f64
49,Chris Basham,eng ENG,DFMF,Sheffield Utd,32,1988,28.6,1509,169,574,659,294,41,1509,21,30,70.0,30,19,789,35,Matches,1aa84968
50,Michy Batshuayi,be BEL,FW,Crystal Palace,26,1993,8.1,253,6,23,131,102,25,253,11,17,64.7,26,22,195,44,Matches,2973d8ff
51,Jan Bednarek,pl POL,DF,Southampton,24,1996,34.4,2475,274,1272,1156,57,16,2475,5,6,83.3,11,5,1514,3,Matches,4115ce4e
52,Donny van de Beek,nl NED,MFFW,Manchester Utd,23,1997,5.8,345,12,58,183,107,25,345,8,11,72.7,11,8,244,34,Matches,50dc94ce
53,Héctor Bellerín,es ESP,DFMF,Arsenal,25,1995,23.2,1512,56,391,652,479,47,1512,12,25,48.0,24,5,956,74,Matches,f874dd44
54,Saïd Benrahma,dz ALG,FWMF,West Ham,24,1995,15.5,743,13,114,302,345,49,743,42,80,52.5,48,33,529,72,Matches,5a04fd92
55,Josh Benson,eng ENG,MF,Burnley,20,1999,2.9,109,3,16,59,35,2,109,2,7,28.6,4,4,72,4,Matches,bf3aeb61
56,Christian Benteke,be BEL,FW,Crystal Palace,29,1990,20.2,830,53,81,408,349,117,830,16,27,59.3,59,27,652,132,Matches,ab070c55
57,Gaetano Berardi,ch SUI,DF,Leeds United,31,1988,1.3,72,6,37,32,3,1,72,0,0,,0,0,45,0,Matches,5348aada
58,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,1990,15.1,615,27,100,269,252,29,615,10,27,37.0,17,12,410,41,Matches,f72293fc
59,Sander Berge,no NOR,MF,Sheffield Utd,22,1998,12.4,585,31,109,293,194,31,584,20,32,62.5,24,13,388,24,Matches,d0b6129f
60,Steven Bergwijn,nl NED,FWMF,Tottenham,22,1997,13.4,553,11,82,237,247,32,553,22,45,48.9,30,15,409,67,Matches,a29b1131
61,Bernard,br BRA,MFFW,Everton,27,1992,5.1,332,7,34,161,138,15,332,10,16,62.5,16,11,243,28,Matches,ab4b3e35
62,Bernardo,br BRA,DFMF,Brighton,25,1995,2.3,112,4,25,36,51,5,112,0,3,0.0,1,4,77,4,Matches,17370b95
63,Ryan Bertrand,eng ENG,DF,Southampton,30,1989,28.9,1779,58,423,890,481,42,1779,3,9,33.3,25,8,1026,59,Matches,01226327
64,Yves Bissouma,ml MLI,MF,Brighton,23,1996,34.6,2103,99,499,1271,369,11,2103,53,73,72.6,33,29,1356,17,Matches,6c203af0
65,Jayden Bogle,eng ENG,DFMF,Sheffield Utd,20,2000,12.3,559,26,155,170,243,33,559,11,31,35.5,20,17,289,30,Matches,ae5019e6
66,Willy Boly,ci CIV,DF,Wolves,29,1991,20.9,1242,126,600,603,46,23,1242,4,4,100.0,10,3,823,1,Matches,a4ac4b8f
67,Jarrod Bowen,eng ENG,FWMF,West Ham,23,1996,28.5,1028,12,143,389,517,102,1028,36,67,53.7,63,50,688,133,Matches,79c84d1c
68,Robbie Brady,ie IRL,MF,Burnley,28,1992,11.7,527,43,120,237,180,21,527,11,15,73.3,17,9,286,26,Matches,96bb8cc2
69,Rhian Brewster,eng ENG,FWMF,Sheffield Utd,20,2000,12.5,335,4,28,137,174,30,335,8,15,53.3,20,18,223,48,Matches,30e81a88
70,Nathan Broadhead,wls WAL,FW,Everton,22,1998,0.0,3,0,1,2,0,0,3,0,0,,0,0,2,0,Matches,43309491
71,Josh Brownhill,eng ENG,MF,Burnley,24,1995,31.3,1498,68,261,833,418,60,1498,15,21,71.4,35,15,812,56,Matches,47369df8
72,Joe Bryan,eng ENG,DFMF,Fulham,26,1993,7.4,493,20,149,192,157,8,493,14,14,100.0,13,3,287,13,Matches,af69e7f0
73,Kean Bryan,eng ENG,DF,Sheffield Utd,23,1996,11.2,598,58,271,278,55,7,598,3,5,60.0,10,1,320,8,Matches,c684d3c9
74,Oliver Burke,sct SCO,FW,Sheffield Utd,23,1997,14.1,428,4,35,170,229,61,428,16,30,53.3,47,28,300,90,Matches,f631c17f
75,Dan Burn,eng ENG,DF,Brighton,28,1992,22.9,1515,107,466,748,315,38,1515,12,20,60.0,28,9,929,45,Matches,b2d31e83
76,Jack Butland,eng ENG,GK,Crystal Palace,27,1993,1.0,24,17,24,0,0,0,24,0,0,,0,0,4,0,Matches,cc70a1d5
77,David Button,eng ENG,GK,West Brom,31,1989,1.0,37,31,37,0,0,0,37,0,0,,0,0,13,0,Matches,e608ed4c
78,Oskar Buur,dk DEN,DF,Wolves,22,1998,0.2,18,1,7,11,0,0,18,0,0,,0,1,13,0,Matches,aa6f2f2c
79,Willy Caballero,ar ARG,GK,Chelsea,38,1981,1.0,26,19,26,0,0,0,26,0,0,,0,0,16,0,Matches,a179d516
80,Gary Cahill,eng ENG,DF,Crystal Palace,34,1985,20.0,935,144,561,334,41,27,935,1,1,100.0,7,1,529,1,Matches,7914b9fe
81,Tom Cairney,sct SCO,MF,Fulham,29,1991,8.4,689,8,86,369,239,13,689,16,17,94.1,15,11,566,21,Matches,a8748947
82,Dominic Calvert-Lewin,eng ENG,FW,Everton,23,1997,31.9,1036,44,92,448,504,144,1036,22,49,44.9,102,29,808,156,Matches,59e6e5bf
83,João Cancelo,pt POR,DFMF,Manchester City,26,1994,25.5,2396,68,457,1187,770,68,2396,47,81,58.0,36,21,1695,90,Matches,bd6351cd
84,Ian Carlo Poveda,eng ENG,MF,Leeds United,20,2000,3.9,178,3,28,61,94,13,178,12,23,52.2,13,16,127,22,Matches,55b4f1d6
85,Andy Carroll,eng ENG,FW,Newcastle Utd,31,1989,4.4,202,13,19,107,76,21,202,2,4,50.0,18,3,141,22,Matches,b581987a
86,Scott Carson,eng ENG,GK,Manchester City,34,1985,1.0,18,16,18,0,0,0,18,0,0,,0,0,7,0,Matches,3e1550ee
87,Fabio Carvalho,pt POR,MFFW,Fulham,17,2002,2.8,132,0,11,56,66,16,132,8,10,80.0,11,9,87,13,Matches,966e28d0
88,Matty Cash,pl POL,DF,Aston Villa,22,1997,26.4,1642,142,567,759,334,24,1642,12,18,66.7,20,13,810,23,Matches,2389cdc2
89,Kiko Casilla,es ESP,GK,Leeds United,33,1986,3.0,104,89,104,0,0,0,104,0,0,,0,0,37,0,Matches,58bc7d18
90,Timothy Castagne,be BEL,DF,Leicester City,24,1995,26.1,1782,70,516,843,432,38,1782,11,24,45.8,24,11,1158,64,Matches,197640fd
91,Jonny Castro,es ESP,MFDF,Wolves,26,1994,5.5,291,13,83,133,76,6,291,3,8,37.5,9,7,161,8,Matches,e28868f3
92,Ivan Cavaleiro,pt POR,FW,Fulham,26,1993,27.5,1179,24,144,468,583,73,1177,53,98,54.1,100,50,823,162,Matches,979b811d
93,Edinson Cavani,uy URU,FW,Manchester Utd,33,1987,15.3,466,12,34,199,235,67,466,6,12,50.0,31,10,333,72,Matches,527f063d
94,Dani Ceballos,es ESP,MF,Arsenal,23,1996,17.9,1486,61,325,843,332,23,1486,26,38,68.4,23,15,1087,32,Matches,c0617e2b
95,Calum Chambers,eng ENG,DF,Arsenal,25,1995,8.4,676,42,241,272,168,17,676,4,10,40.0,7,4,408,18,Matches,dc6f5bdd
96,Ben Chilwell,eng ENG,DF,Chelsea,23,1996,25.4,2072,49,507,869,712,65,2072,16,27,59.3,34,19,1408,84,Matches,d2424d1b
97,Hamza Choudhury,eng ENG,MF,Leicester City,22,1997,3.5,286,10,70,187,31,2,286,0,1,0.0,6,0,185,1,Matches,7d2d3329
98,Andreas Christensen,dk DEN,DF,Chelsea,24,1996,15.2,1270,163,687,562,33,7,1270,7,7,100.0,9,1,940,1,Matches,1cb49278
99,Carney Chukwuemeka,eng ENG,MFFW,Aston Villa,16,2003,0.2,13,0,2,5,6,2,13,0,0,,1,0,11,1,Matches,b2f9c73e
100,Ciaran Clark,ie IRL,DF,Newcastle Utd,30,1989,21.0,1027,179,611,374,48,16,1027,4,8,50.0,11,1,566,4,Matches,2b91cf8e
101,Nathaniel Clyne,eng ENG,DF,Crystal Palace,29,1991,12.7,685,35,223,328,138,6,685,4,6,66.7,8,2,362,10,Matches,0442183b
102,Conor Coady,eng ENG,DF,Wolves,27,1993,36.7,2134,401,1319,809,17,12,2134,6,8,75.0,9,3,1495,2,Matches,2928dca2
103,Séamus Coleman,ie IRL,DFMF,Everton,31,1988,17.9,956,73,321,420,230,26,956,20,33,60.6,27,23,575,49,Matches,0420d84f
104,Aaron Connolly,ie IRL,FW,Brighton,20,2000,8.8,172,1,12,56,107,35,172,5,11,45.5,27,8,133,57,Matches,27c01749
105,Liam Cooper,sct SCO,DF,Leeds United,28,1991,24.3,1934,207,1086,808,50,22,1934,3,4,75.0,7,1,1240,1,Matches,dc64b8b3
106,Theo Corbeanu,ca CAN,FW,Wolves,18,2002,0.1,8,0,0,7,1,0,8,0,0,,2,0,5,1,Matches,25b82f9a
107,Jack Cork,eng ENG,MF,Burnley,31,1989,15.0,638,26,105,398,142,13,638,5,7,71.4,14,13,374,14,Matches,74e12f1e
108,Hélder Costa,ao ANG,MFFW,Leeds United,26,1994,12.8,490,8,91,180,226,45,490,19,48,39.6,43,20,332,60,Matches,f13d02a6
109,Vladimír Coufal,cz CZE,DF,West Ham,27,1992,33.9,2052,161,624,874,576,41,2052,15,24,62.5,36,16,1056,58,Matches,fdf3cb77
110,Aaron Cresswell,eng ENG,DF,West Ham,30,1989,35.2,2328,169,751,1065,534,14,2328,4,10,40.0,13,9,1342,36,Matches,4f974391
111,Patrick Cutrone,it ITA,FW,Wolves,22,1998,0.3,4,0,0,1,3,1,4,0,0,,1,0,4,3,Matches,a4fe8cda
112,Stuart Dallas,nir NIR,MFDF,Leeds United,29,1991,37.9,2577,86,686,1287,635,60,2577,22,33,66.7,53,34,1735,97,Matches,67ca8566
113,Scott Dann,eng ENG,DF,Crystal Palace,33,1987,15.0,769,103,424,324,25,17,769,4,4,100.0,5,0,446,0,Matches,52105203
114,Karl Darlow,eng ENG,GK,Newcastle Utd,29,1990,25.0,809,697,803,7,0,0,809,0,0,,1,0,227,0,Matches,cde3309f
115,Ben Davies,wls WAL,DF,Tottenham,27,1993,15.0,937,76,300,457,189,13,937,3,7,42.9,5,2,552,20,Matches,44781702
116,Tom Davies,eng ENG,MF,Everton,22,1998,15.8,866,56,277,497,106,4,866,18,24,75.0,21,10,576,17,Matches,9228b07c
117,Keinan Davis,eng ENG,FWMF,Aston Villa,22,1998,3.1,117,3,8,45,67,30,117,9,12,75.0,10,4,97,36,Matches,9deaf2c8
118,Leif Davis,eng ENG,DF,Leeds United,20,2000,0.4,25,3,16,7,3,0,25,0,0,,1,1,16,0,Matches,8574c61f
119,Craig Dawson,eng ENG,DF,West Ham,30,1990,21.4,963,164,542,396,32,21,963,0,0,,5,0,532,1,Matches,3e9e06cb
120,Kevin De Bruyne,be BEL,MF,Manchester City,29,1991,22.2,1670,13,104,715,874,93,1667,48,67,71.6,45,33,1269,142,Matches,e46012d4
121,Liam Delap,eng ENG,FW,Manchester City,17,2003,0.4,10,0,0,7,3,1,10,0,0,,3,1,7,2,Matches,dd897ee7
122,Fabian Delph,eng ENG,MFDF,Everton,30,1989,3.0,264,6,69,169,30,0,264,7,10,70.0,4,0,208,0,Matches,111c3236
123,Leander Dendoncker,be BEL,MFDF,Wolves,25,1995,27.8,1479,93,435,826,227,59,1479,7,13,53.8,30,11,962,32,Matches,5a7301ae
124,Mbaye Diagne,sn SEN,FW,West Brom,28,1991,13.2,344,20,51,150,147,43,344,10,16,62.5,26,19,277,57,Matches,dda3969e
125,Amad Diallo,ci CIV,FW,Manchester Utd,18,2002,1.8,90,3,18,49,25,1,90,5,14,35.7,5,5,63,6,Matches,9dc96f10
126,Ibrahima Diallo,fr FRA,MF,Southampton,21,1999,11.3,720,26,164,468,101,9,720,10,17,58.8,20,15,491,9,Matches,11ff3d56
127,Grady Diangana,eng ENG,MFFW,West Brom,22,1998,13.7,568,19,119,214,246,29,568,25,49,51.0,52,38,367,56,Matches,f522d7ec
128,Rúben Dias,pt POR,DF,Manchester City,23,1997,31.6,2954,246,1045,1847,75,29,2954,6,8,75.0,10,4,2366,2,Matches,31c69ef1
129,Eric Dier,eng ENG,DF,Tottenham,26,1994,28.0,2061,336,1140,875,56,21,2061,3,4,75.0,12,1,1427,5,Matches,ac861941
130,Lucas Digne,fr FRA,DFMF,Everton,27,1993,29.8,1992,100,541,833,638,35,1992,18,28,64.3,33,20,1082,103,Matches,1b84dbe1
131,Issa Diop,fr FRA,DF,West Ham,23,1997,15.3,732,104,362,361,11,8,732,3,5,60.0,6,2,432,1,Matches,a712ca2b
132,Moussa Djenepo,ml MLI,MF,Southampton,22,1998,13.8,638,16,129,301,215,40,638,27,52,51.9,49,17,383,46,Matches,254147d4
133,Matt Doherty,ie IRL,DF,Tottenham,28,1992,13.8,1001,59,316,465,232,15,1001,5,17,29.4,19,9,590,30,Matches,d557d734
134,Gabriel Dos Santos,br BRA,DF,Arsenal,22,1997,22.2,1758,210,858,847,56,26,1758,5,6,83.3,5,6,1328,5,Matches,67ac5bb8
135,Abdoulaye Doucouré,ml MLI,MF,Everton,27,1993,27.1,1595,60,423,879,314,33,1595,21,33,63.6,35,26,1035,52,Matches,02b29014
136,Martin Dúbravka,sk SVK,GK,Newcastle Utd,31,1989,13.0,469,402,467,2,0,0,469,0,0,,1,0,164,0,Matches,3a949a25
137,Paul Dummett,wls WAL,DF,Newcastle Utd,28,1991,13.9,708,85,363,292,58,5,708,3,4,75.0,9,0,416,1,Matches,3fe6bd8c
138,Lewis Dunk,eng ENG,DF,Brighton,28,1991,32.6,2508,361,1413,996,111,47,2508,6,8,75.0,12,1,1744,8,Matches,282f75f3
139,Jimmy Dunne,ie IRL,DF,Burnley,22,1997,3.0,194,27,103,72,20,14,194,1,2,50.0,1,1,96,1,Matches,1fdfd6da
140,Ederson,br BRA,GK,Manchester City,26,1993,36.0,1179,953,1174,5,0,0,1179,0,0,,2,0,667,0,Matches,3bb7b8b4
141,Kyle Edwards,eng ENG,MFFW,West Brom,22,1998,1.3,49,0,10,22,18,4,49,1,4,25.0,1,1,33,4,Matches,1566e437
142,John Egan,ie IRL,DF,Sheffield Utd,27,1992,29.2,1434,208,740,656,50,25,1434,0,0,,5,1,788,1,Matches,debe38a0
143,Anthony Elanga,se SWE,FW,Manchester Utd,18,2002,1.7,84,2,15,33,39,5,84,3,7,42.9,8,2,64,9,Matches,2fba6108
144,Ahmed Elmohamady,eg EGY,DF,Aston Villa,32,1987,9.3,688,36,227,272,192,14,688,2,3,66.7,5,3,374,21,Matches,615ef733
145,Mohamed Elneny,eg EGY,MF,Arsenal,28,1992,17.2,1121,60,328,660,138,6,1121,4,7,57.1,7,4,849,9,Matches,47a34c4f
146,Jonny Evans,nir NIR,DF,Leicester City,32,1988,27.5,2065,247,1093,943,44,18,2065,8,9,88.9,5,4,1392,3,Matches,f8fcd2a5
147,Eberechi Eze,eng ENG,MF,Crystal Palace,22,1998,28.4,1464,22,216,706,584,39,1464,64,118,54.2,57,37,1038,88,Matches,ae4fc6a4
148,Łukasz Fabiański,pl POL,GK,West Ham,35,1985,35.0,1080,936,1078,2,0,0,1080,0,0,,1,0,355,0,Matches,9328b835
149,Fabinho,br BRA,DFMF,Liverpool,26,1993,28.5,2376,164,807,1424,155,12,2376,7,11,63.6,17,7,1721,15,Matches,7f3b388c
150,Bruno Fernandes,pt POR,MF,Manchester Utd,25,1994,34.4,2685,39,282,1166,1259,120,2675,23,45,51.1,56,37,2054,237,Matches,507c7bdf
151,Federico Fernández,ar ARG,DF,Newcastle Utd,31,1989,23.1,1172,267,724,375,76,14,1172,0,1,0.0,8,2,619,4,Matches,f25b010f
152,Fernandinho,br BRA,MF,Manchester City,35,1985,13.2,1137,31,161,809,181,13,1137,10,13,76.9,7,4,863,6,Matches,101da2b5
153,Sam Field,eng ENG,MF,West Brom,22,1998,0.7,44,4,17,25,2,0,44,1,1,100.0,2,1,11,0,Matches,bd8a7d05
154,Roberto Firmino,br BRA,FW,Liverpool,28,1991,31.5,1650,18,102,785,783,172,1650,59,83,71.1,80,47,1268,212,Matches,4c370d81
155,John Fleck,sct SCO,MF,Sheffield Utd,28,1991,28.6,1467,37,250,742,497,23,1467,30,54,55.6,30,24,919,39,Matches,b63e789d
156,Phil Foden,eng ENG,FWMF,Manchester City,20,2000,18.0,1044,14,92,370,600,118,1044,38,67,56.7,47,15,827,137,Matches,ed1e53f3
157,Wesley Fofana,fr FRA,DF,Leicester City,19,2000,25.1,2030,186,862,1115,78,20,2030,15,21,71.4,27,12,1341,8,Matches,132a82f1
158,Pablo Fornals,es ESP,FWMF,West Ham,24,1996,28.6,1398,22,226,685,510,66,1398,29,60,48.3,37,21,954,100,Matches,82927de4
159,Fraser Forster,eng ENG,GK,Southampton,32,1988,8.0,302,239,296,6,0,0,302,0,0,,0,0,116,0,Matches,c3e39f12
160,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,0.9,84,1,15,38,31,4,84,2,2,100.0,0,2,65,10,Matches,a9142dc3
161,Tyrese Francois,au AUS,DF,Fulham,20,2000,0.2,17,0,6,6,5,0,17,0,1,0.0,0,0,13,0,Matches,6722d4f0
162,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,26,1994,10.3,424,11,50,137,243,22,424,3,4,75.0,12,5,290,35,Matches,d56543a0
163,Fred,br BRA,MF,Manchester Utd,27,1993,26.6,2118,68,501,1255,387,14,2118,24,30,80.0,29,30,1487,26,Matches,b853e0ad
164,Ryan Fredericks,eng ENG,DFFW,West Ham,27,1992,6.3,351,33,94,148,111,13,351,3,7,42.9,3,3,198,18,Matches,c067631c
165,Christian Fuchs,at AUT,DF,Leicester City,34,1986,7.8,673,53,219,390,69,2,673,0,2,0.0,2,1,435,3,Matches,a67a09fb
166,Darnell Furlong,eng ENG,DF,West Brom,24,1995,32.6,1525,130,460,637,439,56,1525,10,24,41.7,40,10,744,44,Matches,3ec9195b
167,Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,1310,58,288,662,380,35,1310,30,55,54.5,62,36,752,52,Matches,c2731c10
168,Eric García,es ESP,DF,Manchester City,19,2001,4.3,380,25,103,264,13,1,380,0,0,,4,0,307,0,Matches,2bed3eab
169,Dwight Gayle,eng ENG,FWMF,Newcastle Utd,29,1990,5.7,154,4,17,64,73,23,154,1,2,50.0,8,1,104,30,Matches,e58a03c6
170,Jean-Philippe Gbamin,ci CIV,MF,Everton,24,1995,0.1,14,1,1,7,6,0,14,0,1,0.0,0,1,8,0,Matches,6bd603db
171,David de Gea,es ESP,GK,Manchester Utd,29,1990,25.5,639,580,638,1,0,0,639,1,1,100.0,0,0,262,0,Matches,7ba6d84e
172,Anwar El Ghazi,nl NED,FW,Aston Villa,25,1995,17.9,832,24,72,280,487,71,828,26,49,53.1,48,35,640,117,Matches,ffa90327
173,Kieran Gibbs,eng ENG,DF,West Brom,30,1989,9.0,396,53,158,172,68,4,396,2,2,100.0,9,1,190,9,Matches,46ee5234
174,Morgan Gibbs-White,eng ENG,MFFW,Wolves,20,2000,4.6,299,3,21,152,130,11,299,8,13,61.5,18,5,236,19,Matches,32f60ed8
175,Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,246,3,53,143,51,0,246,1,4,25.0,2,0,201,1,Matches,df10e27c
176,Olivier Giroud,fr FRA,FW,Chelsea,33,1986,8.3,306,11,40,128,140,51,306,2,2,100.0,17,6,225,40,Matches,16ceb862
177,Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,1687,207,846,736,125,16,1687,9,12,75.0,27,6,960,5,Matches,9f7c837d
178,André Gomes,pt POR,MF,Everton,27,1993,17.4,1082,30,221,642,231,12,1082,31,48,64.6,30,31,768,21,Matches,1961b2aa
179,Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,604,64,237,364,5,0,604,4,4,100.0,2,3,431,1,Matches,7a11550b
180,Anthony Gordon,eng ENG,FWMF,Everton,19,2001,1.0,45,2,14,17,15,2,45,2,6,33.3,5,2,26,4,Matches,2bd83368
181,Karlan Grant,eng ENG,FWMF,West Brom,22,1997,12.5,351,17,46,138,169,35,351,9,16,56.3,31,17,236,62,Matches,87f7500e
182,Demarai Gray,eng ENG,FW,Leicester City,24,1996,0.2,13,0,1,1,11,1,13,0,1,0.0,1,0,9,2,Matches,4468ec10
